,sz,bd,sn,uw,lw,id
546,10.0,7.0,1.0,1.0,2.0,10546
547,12.0,9.0,-1.0,3.0,0.0,10547
548,14.0,7.0,-1.0,2.0,6.0,10548
549,12.0,4.0,-1.0,2.0,6.0,10549
550,9.0,1.0,-1.0,7.0,2.0,10550
551,7.0,6.0,1.0,1.0,0.0,10551
552,17.0,11.0,1.0,2.0,4.0,10552
553,10.0,6.0,1.0,2.0,2.0,10553
554,6.0,0.0,1.0,2.0,5.0,10554
555,5.0,1.0,1.0,3.0,0.0,10555
556,9.0,0.0,-1.0,3.0,7.0,10556
557,6.0,5.0,-1.0,2.0,0.0,10557
558,6.0,5.0,-1.0,0.0,0.0,10558
559,8.0,5.0,-1.0,2.0,1.0,10559
560,8.0,5.0,1.0,0.0,2.0,10560
561,11.0,9.0,-1.0,1.0,1.0,10561
562,4.0,4.0,1.0,0.0,0.0,10562
563,6.0,2.0,-1.0,0.0,3.0,10563
564,3.0,2.0,1.0,1.0,1.0,10564
565,4.0,0.0,1.0,2.0,2.0,10565
566,6.0,3.0,-1.0,1.0,2.0,10566
567,4.0,1.0,1.0,1.0,2.0,10567
568,10.0,3.0,-1.0,2.0,5.0,10568
569,7.0,2.0,-1.0,1.0,3.0,10569
570,9.0,5.0,-1.0,0.0,4.0,10570
571,17.0,14.0,1.0,1.0,2.0,10571
572,11.0,4.0,-1.0,6.0,0.0,10572
573,13.0,9.0,-1.0,0.0,4.0,10573
574,16.0,14.0,-1.0,0.0,2.0,10574
575,9.0,1.0,1.0,2.0,6.0,10575
576,10.0,4.0,1.0,1.0,4.0,10576
577,12.0,8.0,1.0,1.0,4.0,10577
578,8.0,1.0,-1.0,3.0,4.0,10578
579,8.0,2.0,1.0,6.0,0.0,10579
580,12.0,8.0,-1.0,2.0,3.0,10580
581,29.0,27.0,-1.0,0.0,2.0,10581
582,21.0,11.0,-1.0,4.0,6.0,10582
583,17.0,16.0,-1.0,0.0,1.0,10583
584,16.0,3.0,1.0,8.0,6.0,10584
585,14.0,7.0,1.0,2.0,5.0,10585
586,14.0,11.0,-1.0,2.0,1.0,10586
587,24.0,21.0,-1.0,0.0,3.0,10587
588,18.0,15.0,1.0,2.0,1.0,10588
589,10.0,8.0,-1.0,1.0,0.0,10589
590,11.0,1.0,-1.0,6.0,3.0,10590
591,45.0,16.0,1.0,30.0,0.0,10591
592,28.0,24.0,-1.0,0.0,4.0,10592
593,33.0,31.0,1.0,0.0,2.0,10593
594,23.0,18.0,-1.0,2.0,4.0,10594
595,14.0,0.0,-1.0,9.0,5.0,10595
596,13.0,5.0,1.0,7.0,1.0,10596
597,13.0,11.0,-1.0,0.0,3.0,10597
598,21.0,12.0,-1.0,4.0,6.0,10598
599,18.0,7.0,-1.0,1.0,10.0,10599
600,11.0,1.0,1.0,7.0,2.0,10600
601,26.0,17.0,1.0,6.0,3.0,10601
602,20.0,17.0,1.0,0.0,3.0,10602
603,11.0,1.0,-1.0,2.0,9.0,10603
604,16.0,7.0,1.0,3.0,6.0,10604
605,11.0,0.0,-1.0,2.0,10.0,10605
606,13.0,6.0,-1.0,4.0,3.0,10606
607,11.0,2.0,1.0,3.0,5.0,10607
608,7.0,0.0,1.0,2.0,5.0,10608
609,13.0,4.0,1.0,3.0,6.0,10609
610,9.0,5.0,-1.0,3.0,2.0,10610
611,17.0,10.0,-1.0,7.0,0.0,10611
612,10.0,0.0,1.0,5.0,5.0,10612
613,12.0,2.0,-1.0,8.0,2.0,10613
614,9.0,2.0,1.0,5.0,3.0,10614
615,8.0,0.0,-1.0,5.0,3.0,10615
616,8.0,2.0,1.0,5.0,2.0,10616
617,15.0,1.0,-1.0,3.0,11.0,10617
618,14.0,1.0,1.0,12.0,2.0,10618
619,9.0,4.0,1.0,3.0,2.0,10619
620,11.0,4.0,1.0,5.0,1.0,10620
621,8.0,4.0,1.0,3.0,2.0,10621
622,6.0,5.0,1.0,0.0,1.0,10622
623,11.0,3.0,1.0,3.0,5.0,10623
624,11.0,2.0,-1.0,3.0,6.0,10624
625,8.0,0.0,1.0,3.0,5.0,10625
626,12.0,8.0,-1.0,0.0,3.0,10626
627,16.0,8.0,-1.0,0.0,7.0,10627
628,12.0,6.0,-1.0,1.0,5.0,10628
629,20.0,20.0,1.0,0.0,0.0,10629
630,13.0,7.0,1.0,2.0,4.0,10630
631,21.0,16.0,1.0,3.0,2.0,10631
632,17.0,15.0,-1.0,1.0,0.0,10632
633,9.0,8.0,1.0,1.0,0.0,10633
634,14.0,9.0,-1.0,3.0,3.0,10634
635,8.0,6.0,-1.0,2.0,1.0,10635
636,10.0,6.0,1.0,4.0,0.0,10636
637,13.0,12.0,-1.0,1.0,0.0,10637
638,12.0,2.0,1.0,5.0,6.0,10638
639,10.0,1.0,-1.0,3.0,5.0,10639
640,14.0,5.0,-1.0,6.0,3.0,10640
641,10.0,4.0,-1.0,4.0,3.0,10641
642,11.0,0.0,-1.0,7.0,4.0,10642
643,14.0,7.0,-1.0,0.0,7.0,10643
644,13.0,8.0,-1.0,2.0,3.0,10644
645,18.0,15.0,-1.0,3.0,0.0,10645
646,11.0,8.0,-1.0,2.0,0.0,10646
647,13.0,12.0,1.0,2.0,0.0,10647
648,5.0,2.0,1.0,3.0,0.0,10648
649,18.0,3.0,-1.0,3.0,12.0,10649
650,22.0,7.0,-1.0,2.0,13.0,10650
651,17.0,9.0,-1.0,1.0,7.0,10651
652,10.0,2.0,1.0,4.0,4.0,10652
653,15.0,2.0,1.0,8.0,5.0,10653
654,7.0,2.0,1.0,5.0,0.0,10654
655,18.0,13.0,1.0,4.0,0.0,10655
656,18.0,14.0,1.0,1.0,3.0,10656
657,13.0,9.0,-1.0,0.0,3.0,10657
658,13.0,4.0,-1.0,3.0,6.0,10658
659,7.0,0.0,1.0,7.0,0.0,10659
660,19.0,18.0,-1.0,1.0,0.0,10660
661,12.0,12.0,1.0,0.0,0.0,10661
662,13.0,3.0,1.0,1.0,9.0,10662
663,5.0,0.0,-1.0,1.0,4.0,10663
664,10.0,5.0,1.0,2.0,3.0,10664
665,10.0,6.0,-1.0,4.0,0.0,10665
666,5.0,2.0,-1.0,2.0,2.0,10666
667,14.0,10.0,1.0,2.0,2.0,10667
668,11.0,7.0,1.0,2.0,2.0,10668
669,8.0,1.0,1.0,7.0,1.0,10669
670,12.0,7.0,-1.0,4.0,0.0,10670
671,13.0,11.0,1.0,1.0,1.0,10671
672,7.0,0.0,1.0,3.0,3.0,10672
673,11.0,4.0,1.0,2.0,4.0,10673
674,10.0,7.0,-1.0,1.0,2.0,10674
675,9.0,3.0,1.0,4.0,2.0,10675
676,16.0,13.0,1.0,2.0,1.0,10676
677,6.0,1.0,1.0,1.0,4.0,10677
678,8.0,2.0,-1.0,4.0,2.0,10678
679,28.0,23.0,1.0,5.0,0.0,10679
680,8.0,5.0,-1.0,2.0,2.0,10680
681,14.0,5.0,-1.0,8.0,1.0,10681
682,10.0,1.0,-1.0,2.0,7.0,10682
683,15.0,10.0,1.0,2.0,2.0,10683
684,13.0,11.0,-1.0,2.0,0.0,10684
685,16.0,11.0,-1.0,1.0,5.0,10685
686,11.0,10.0,-1.0,0.0,1.0,10686
687,16.0,14.0,1.0,1.0,1.0,10687
688,13.0,9.0,-1.0,2.0,2.0,10688
689,23.0,20.0,-1.0,2.0,1.0,10689
690,13.0,0.0,-1.0,4.0,10.0,10690
691,10.0,1.0,1.0,8.0,2.0,10691
692,12.0,9.0,1.0,2.0,2.0,10692
693,11.0,4.0,1.0,5.0,2.0,10693
694,6.0,1.0,1.0,4.0,0.0,10694
695,5.0,2.0,1.0,2.0,0.0,10695
696,49.0,31.0,-1.0,15.0,3.0,10696
697,20.0,12.0,-1.0,8.0,0.0,10697
698,22.0,16.0,1.0,0.0,5.0,10698
699,17.0,9.0,-1.0,6.0,2.0,10699
700,17.0,7.0,-1.0,0.0,10.0,10700
701,10.0,5.0,-1.0,1.0,4.0,10701
702,14.0,2.0,1.0,1.0,11.0,10702
703,8.0,3.0,-1.0,3.0,2.0,10703
704,15.0,8.0,-1.0,1.0,7.0,10704
705,7.0,6.0,-1.0,2.0,0.0,10705
706,8.0,4.0,-1.0,2.0,1.0,10706
707,7.0,1.0,1.0,0.0,6.0,10707
708,8.0,3.0,1.0,0.0,5.0,10708
709,7.0,6.0,1.0,0.0,0.0,10709
710,11.0,8.0,-1.0,2.0,1.0,10710
711,8.0,1.0,-1.0,0.0,7.0,10711
712,6.0,6.0,1.0,0.0,0.0,10712
713,4.0,3.0,1.0,1.0,0.0,10713
714,8.0,7.0,-1.0,0.0,2.0,10714
715,7.0,1.0,1.0,3.0,4.0,10715
716,10.0,3.0,-1.0,0.0,6.0,10716
717,6.0,3.0,1.0,1.0,1.0,10717
718,11.0,6.0,1.0,4.0,0.0,10718
719,9.0,4.0,-1.0,2.0,3.0,10719
720,6.0,4.0,-1.0,0.0,1.0,10720
721,9.0,2.0,-1.0,2.0,4.0,10721
722,7.0,0.0,-1.0,3.0,3.0,10722
723,9.0,4.0,1.0,1.0,5.0,10723
724,8.0,4.0,1.0,2.0,2.0,10724
725,14.0,10.0,-1.0,4.0,0.0,10725
726,14.0,5.0,1.0,1.0,8.0,10726
727,8.0,0.0,-1.0,6.0,2.0,10727
728,6.0,2.0,1.0,2.0,1.0,10728
729,9.0,8.0,-1.0,0.0,1.0,10729
730,11.0,8.0,-1.0,0.0,4.0,10730
731,23.0,15.0,-1.0,5.0,3.0,10731
732,11.0,2.0,-1.0,6.0,4.0,10732
733,12.0,12.0,-1.0,0.0,0.0,10733
734,9.0,2.0,1.0,1.0,7.0,10734
735,9.0,1.0,1.0,0.0,8.0,10735
736,18.0,17.0,-1.0,0.0,1.0,10736
737,12.0,6.0,1.0,3.0,4.0,10737
738,15.0,14.0,1.0,0.0,1.0,10738
739,25.0,25.0,1.0,0.0,0.0,10739
740,17.0,11.0,1.0,1.0,4.0,10740
741,14.0,5.0,-1.0,5.0,4.0,10741
742,17.0,14.0,1.0,2.0,2.0,10742
743,13.0,1.0,-1.0,3.0,9.0,10743
744,15.0,7.0,-1.0,5.0,3.0,10744
745,25.0,11.0,1.0,11.0,2.0,10745
746,12.0,2.0,-1.0,7.0,3.0,10746
747,23.0,12.0,-1.0,0.0,11.0,10747
748,17.0,12.0,-1.0,4.0,1.0,10748
749,26.0,21.0,-1.0,0.0,5.0,10749
750,19.0,13.0,1.0,5.0,1.0,10750
751,16.0,1.0,-1.0,2.0,14.0,10751
752,8.0,1.0,1.0,2.0,5.0,10752
753,15.0,12.0,-1.0,1.0,1.0,10753
754,13.0,3.0,-1.0,7.0,2.0,10754
755,12.0,5.0,1.0,4.0,2.0,10755
756,14.0,7.0,-1.0,6.0,0.0,10756
757,18.0,8.0,-1.0,0.0,10.0,10757
758,18.0,15.0,-1.0,0.0,3.0,10758
759,19.0,14.0,1.0,0.0,4.0,10759
760,15.0,4.0,1.0,1.0,9.0,10760
761,9.0,2.0,-1.0,5.0,3.0,10761
762,11.0,1.0,-1.0,5.0,5.0,10762
763,16.0,12.0,1.0,3.0,1.0,10763
764,17.0,16.0,-1.0,1.0,0.0,10764
765,17.0,13.0,-1.0,4.0,1.0,10765
766,17.0,6.0,-1.0,7.0,4.0,10766
767,12.0,3.0,1.0,5.0,5.0,10767
768,9.0,2.0,-1.0,5.0,1.0,10768
769,11.0,2.0,-1.0,0.0,10.0,10769
770,10.0,5.0,-1.0,5.0,1.0,10770
771,9.0,9.0,-1.0,0.0,0.0,10771
772,10.0,3.0,1.0,4.0,3.0,10772
773,7.0,0.0,-1.0,5.0,1.0,10773
774,12.0,6.0,1.0,1.0,6.0,10774
775,9.0,8.0,-1.0,0.0,2.0,10775
776,9.0,3.0,-1.0,1.0,5.0,10776
777,5.0,0.0,0.0,4.0,1.0,10777
778,10.0,6.0,1.0,0.0,4.0,10778
779,18.0,15.0,1.0,1.0,2.0,10779
780,21.0,2.0,-1.0,9.0,10.0,10780
781,28.0,28.0,1.0,0.0,0.0,10781
782,14.0,1.0,-1.0,7.0,6.0,10782
783,19.0,11.0,1.0,4.0,3.0,10783
784,29.0,15.0,1.0,1.0,13.0,10784
785,18.0,7.0,-1.0,3.0,8.0,10785
786,25.0,14.0,-1.0,0.0,11.0,10786
787,12.0,3.0,1.0,6.0,4.0,10787
788,20.0,7.0,1.0,6.0,8.0,10788
789,26.0,25.0,-1.0,1.0,0.0,10789
790,13.0,6.0,1.0,6.0,1.0,10790
791,15.0,5.0,-1.0,7.0,2.0,10791
792,11.0,3.0,-1.0,7.0,1.0,10792
793,12.0,3.0,1.0,1.0,9.0,10793
794,11.0,8.0,1.0,1.0,3.0,10794
795,18.0,7.0,-1.0,11.0,0.0,10795
796,8.0,5.0,-1.0,0.0,2.0,10796
797,18.0,16.0,-1.0,2.0,1.0,10797
798,6.0,3.0,1.0,1.0,2.0,10798
799,9.0,6.0,1.0,4.0,0.0,10799
800,26.0,12.0,-1.0,0.0,14.0,10800
801,16.0,1.0,1.0,10.0,5.0,10801
802,11.0,2.0,-1.0,1.0,8.0,10802
803,9.0,7.0,1.0,0.0,2.0,10803
804,13.0,11.0,1.0,0.0,2.0,10804
805,12.0,10.0,-1.0,2.0,0.0,10805
806,13.0,6.0,-1.0,6.0,0.0,10806
807,14.0,12.0,1.0,1.0,0.0,10807
808,13.0,11.0,1.0,2.0,0.0,10808
809,9.0,4.0,1.0,5.0,0.0,10809
810,10.0,4.0,1.0,2.0,5.0,10810
811,8.0,1.0,-1.0,4.0,3.0,10811
812,12.0,9.0,1.0,0.0,4.0,10812
813,11.0,7.0,-1.0,0.0,4.0,10813
814,15.0,14.0,1.0,1.0,0.0,10814
815,5.0,0.0,1.0,2.0,2.0,10815
816,6.0,3.0,1.0,3.0,0.0,10816
817,8.0,5.0,1.0,3.0,1.0,10817
818,7.0,4.0,1.0,2.0,0.0,10818
819,15.0,12.0,1.0,3.0,0.0,10819
820,7.0,2.0,-1.0,1.0,4.0,10820
821,8.0,2.0,-1.0,0.0,5.0,10821
822,8.0,3.0,1.0,2.0,4.0,10822
823,7.0,2.0,-1.0,5.0,0.0,10823
824,8.0,1.0,1.0,5.0,3.0,10824
825,8.0,4.0,-1.0,3.0,1.0,10825
826,5.0,3.0,1.0,0.0,1.0,10826
827,4.0,1.0,-1.0,1.0,3.0,10827
828,8.0,6.0,-1.0,0.0,1.0,10828
829,6.0,3.0,-1.0,0.0,4.0,10829
830,7.0,2.0,1.0,4.0,2.0,10830
831,13.0,10.0,-1.0,1.0,1.0,10831
832,9.0,5.0,1.0,0.0,4.0,10832
833,15.0,8.0,1.0,7.0,0.0,10833
834,8.0,3.0,-1.0,5.0,1.0,10834
835,13.0,6.0,-1.0,3.0,4.0,10835
836,11.0,8.0,1.0,0.0,3.0,10836
837,10.0,6.0,-1.0,2.0,2.0,10837
838,13.0,2.0,-1.0,3.0,8.0,10838
839,17.0,12.0,1.0,3.0,2.0,10839
840,12.0,9.0,1.0,0.0,2.0,10840
841,8.0,2.0,-1.0,4.0,3.0,10841
842,11.0,6.0,-1.0,0.0,5.0,10842
843,12.0,3.0,1.0,8.0,2.0,10843
844,24.0,2.0,1.0,2.0,20.0,10844
845,11.0,2.0,-1.0,4.0,4.0,10845
846,9.0,5.0,1.0,4.0,0.0,10846
847,6.0,0.0,-1.0,3.0,2.0,10847
848,15.0,12.0,-1.0,2.0,1.0,10848
849,6.0,1.0,-1.0,2.0,4.0,10849
850,4.0,0.0,0.0,1.0,3.0,10850
851,10.0,9.0,1.0,0.0,0.0,10851
852,4.0,0.0,1.0,3.0,0.0,10852
853,7.0,7.0,1.0,0.0,1.0,10853
854,3.0,0.0,1.0,1.0,2.0,10854
855,2.0,1.0,-1.0,1.0,0.0,10855
856,3.0,1.0,1.0,0.0,2.0,10856
857,8.0,2.0,-1.0,2.0,3.0,10857
858,12.0,5.0,-1.0,1.0,6.0,10858
859,3.0,0.0,1.0,3.0,0.0,10859
860,6.0,5.0,1.0,0.0,0.0,10860
861,5.0,1.0,-1.0,2.0,1.0,10861
862,3.0,0.0,1.0,1.0,1.0,10862
863,3.0,2.0,-1.0,0.0,0.0,10863
864,3.0,2.0,1.0,1.0,0.0,10864
865,2.0,1.0,-1.0,0.0,1.0,10865
866,3.0,0.0,-1.0,1.0,2.0,10866
867,8.0,7.0,-1.0,0.0,0.0,10867
868,4.0,1.0,1.0,3.0,1.0,10868
869,11.0,8.0,-1.0,1.0,3.0,10869
870,15.0,13.0,-1.0,0.0,2.0,10870
871,13.0,9.0,-1.0,1.0,4.0,10871
872,13.0,8.0,-1.0,5.0,0.0,10872
873,13.0,11.0,1.0,1.0,0.0,10873
874,9.0,2.0,1.0,4.0,4.0,10874
875,10.0,10.0,1.0,0.0,0.0,10875
876,18.0,12.0,-1.0,4.0,2.0,10876
877,8.0,3.0,1.0,1.0,5.0,10877
878,9.0,3.0,1.0,5.0,0.0,10878
879,10.0,6.0,-1.0,0.0,5.0,10879
880,10.0,4.0,-1.0,0.0,6.0,10880
881,9.0,1.0,1.0,6.0,3.0,10881
882,46.0,31.0,-1.0,6.0,9.0,10882
883,13.0,7.0,-1.0,1.0,4.0,10883
884,13.0,5.0,1.0,2.0,6.0,10884
885,11.0,6.0,-1.0,3.0,2.0,10885
886,17.0,16.0,1.0,0.0,0.0,10886
887,10.0,3.0,-1.0,5.0,1.0,10887
888,7.0,1.0,-1.0,4.0,1.0,10888
889,7.0,3.0,1.0,2.0,2.0,10889
890,4.0,1.0,1.0,2.0,0.0,10890
891,3.0,3.0,-1.0,0.0,0.0,10891
892,5.0,4.0,1.0,1.0,0.0,10892
893,5.0,1.0,1.0,0.0,4.0,10893
894,6.0,2.0,1.0,3.0,1.0,10894
895,3.0,0.0,-1.0,1.0,1.0,10895
896,9.0,8.0,-1.0,1.0,1.0,10896
897,4.0,0.0,-1.0,1.0,2.0,10897
898,4.0,4.0,1.0,1.0,0.0,10898
899,4.0,3.0,-1.0,0.0,0.0,10899
900,3.0,1.0,-1.0,0.0,2.0,10900
901,13.0,7.0,-1.0,2.0,4.0,10901
902,11.0,7.0,-1.0,0.0,3.0,10902
903,6.0,1.0,-1.0,4.0,1.0,10903
904,13.0,1.0,-1.0,0.0,12.0,10904
905,4.0,1.0,1.0,3.0,0.0,10905
906,12.0,7.0,1.0,4.0,0.0,10906
907,8.0,4.0,-1.0,4.0,0.0,10907
908,8.0,2.0,1.0,3.0,2.0,10908
909,11.0,8.0,-1.0,4.0,0.0,10909
910,11.0,4.0,-1.0,4.0,3.0,10910
911,4.0,2.0,1.0,2.0,1.0,10911
912,32.0,17.0,1.0,0.0,14.0,10912
913,12.0,6.0,-1.0,6.0,0.0,10913
914,8.0,7.0,-1.0,1.0,0.0,10914
915,6.0,1.0,-1.0,1.0,3.0,10915
916,6.0,0.0,-1.0,4.0,2.0,10916
917,9.0,7.0,-1.0,1.0,0.0,10917
918,5.0,3.0,1.0,2.0,1.0,10918
919,7.0,5.0,1.0,1.0,0.0,10919
920,4.0,1.0,1.0,0.0,3.0,10920
921,3.0,1.0,-1.0,1.0,0.0,10921
922,2.0,0.0,-1.0,0.0,1.0,10922
923,4.0,1.0,-1.0,0.0,2.0,10923
924,3.0,0.0,1.0,0.0,2.0,10924
925,2.0,0.0,0.0,2.0,1.0,10925
926,5.0,3.0,-1.0,1.0,0.0,10926
927,6.0,3.0,-1.0,0.0,2.0,10927
928,4.0,3.0,1.0,2.0,0.0,10928
929,6.0,5.0,1.0,2.0,0.0,10929
930,7.0,2.0,1.0,2.0,3.0,10930
931,8.0,0.0,-1.0,8.0,0.0,10931
932,7.0,2.0,-1.0,3.0,2.0,10932
933,8.0,1.0,1.0,6.0,1.0,10933
934,16.0,9.0,-1.0,2.0,5.0,10934
935,7.0,6.0,-1.0,1.0,0.0,10935
936,35.0,34.0,-1.0,0.0,1.0,10936
937,11.0,6.0,-1.0,1.0,4.0,10937
938,8.0,4.0,1.0,1.0,2.0,10938
939,74.0,65.0,1.0,7.0,2.0,10939
940,22.0,10.0,-1.0,9.0,3.0,10940
941,8.0,4.0,1.0,4.0,1.0,10941
942,13.0,8.0,-1.0,2.0,4.0,10942
943,11.0,4.0,1.0,1.0,6.0,10943
944,9.0,4.0,1.0,0.0,6.0,10944
945,8.0,4.0,1.0,1.0,4.0,10945
946,9.0,2.0,-1.0,4.0,4.0,10946
947,7.0,4.0,1.0,0.0,3.0,10947
948,19.0,18.0,1.0,1.0,0.0,10948
949,11.0,0.0,-1.0,5.0,5.0,10949
950,13.0,9.0,1.0,2.0,2.0,10950
951,10.0,4.0,1.0,5.0,1.0,10951
952,11.0,7.0,-1.0,1.0,2.0,10952
953,10.0,7.0,1.0,2.0,1.0,10953
954,4.0,1.0,1.0,0.0,2.0,10954
955,9.0,1.0,-1.0,7.0,1.0,10955
956,13.0,8.0,1.0,2.0,2.0,10956
957,4.0,1.0,-1.0,0.0,3.0,10957
958,6.0,0.0,1.0,4.0,2.0,10958
959,6.0,0.0,-1.0,2.0,4.0,10959
960,11.0,10.0,1.0,2.0,0.0,10960
961,13.0,6.0,1.0,3.0,4.0,10961
962,10.0,5.0,1.0,0.0,4.0,10962
963,20.0,11.0,-1.0,5.0,4.0,10963
964,10.0,5.0,-1.0,3.0,2.0,10964
965,9.0,4.0,1.0,4.0,1.0,10965
966,13.0,10.0,1.0,2.0,0.0,10966
967,10.0,6.0,-1.0,3.0,1.0,10967
968,9.0,4.0,-1.0,4.0,1.0,10968
969,22.0,22.0,1.0,0.0,0.0,10969
970,12.0,7.0,1.0,1.0,4.0,10970
971,11.0,4.0,-1.0,8.0,0.0,10971
972,17.0,7.0,-1.0,2.0,8.0,10972
973,25.0,13.0,-1.0,5.0,7.0,10973
974,17.0,9.0,-1.0,0.0,8.0,10974
975,9.0,0.0,1.0,6.0,3.0,10975
976,9.0,2.0,-1.0,6.0,1.0,10976
977,14.0,8.0,1.0,0.0,5.0,10977
978,17.0,9.0,1.0,6.0,2.0,10978
979,9.0,3.0,-1.0,5.0,0.0,10979
980,14.0,12.0,1.0,1.0,2.0,10980
981,5.0,1.0,1.0,2.0,1.0,10981
982,8.0,3.0,1.0,2.0,3.0,10982
983,6.0,2.0,-1.0,1.0,4.0,10983
984,5.0,1.0,1.0,4.0,1.0,10984
985,10.0,4.0,-1.0,5.0,1.0,10985
986,13.0,4.0,-1.0,1.0,8.0,10986
987,7.0,1.0,-1.0,1.0,5.0,10987
988,9.0,3.0,-1.0,1.0,4.0,10988
989,13.0,6.0,-1.0,6.0,2.0,10989
990,3.0,0.0,0.0,1.0,2.0,10990
991,9.0,0.0,1.0,1.0,8.0,10991
992,13.0,12.0,1.0,0.0,1.0,10992
993,5.0,2.0,1.0,3.0,1.0,10993
994,11.0,1.0,1.0,3.0,6.0,10994
995,9.0,1.0,1.0,4.0,5.0,10995
996,8.0,2.0,1.0,1.0,4.0,10996
997,8.0,3.0,-1.0,4.0,1.0,10997
998,11.0,8.0,-1.0,0.0,2.0,10998
999,10.0,0.0,1.0,1.0,9.0,10999
1000,12.0,6.0,1.0,0.0,6.0,11000
1001,10.0,4.0,1.0,4.0,1.0,11001
1002,7.0,7.0,-1.0,1.0,0.0,11002
1003,10.0,5.0,1.0,1.0,3.0,11003
1004,7.0,5.0,-1.0,2.0,1.0,11004
1005,8.0,5.0,1.0,0.0,3.0,11005
1006,25.0,23.0,-1.0,0.0,2.0,11006
1007,8.0,3.0,1.0,3.0,3.0,11007
1008,8.0,1.0,1.0,0.0,6.0,11008
1009,10.0,1.0,1.0,1.0,8.0,11009
1010,12.0,2.0,1.0,6.0,4.0,11010
1011,12.0,5.0,1.0,2.0,5.0,11011
1012,7.0,0.0,1.0,3.0,4.0,11012
1013,11.0,0.0,-1.0,2.0,8.0,11013
1014,5.0,3.0,1.0,1.0,2.0,11014
1015,11.0,8.0,-1.0,3.0,0.0,11015
1016,7.0,2.0,-1.0,2.0,3.0,11016
1017,7.0,0.0,1.0,0.0,7.0,11017
1018,5.0,1.0,1.0,1.0,2.0,11018
1019,13.0,9.0,1.0,1.0,3.0,11019
1020,38.0,27.0,-1.0,0.0,11.0,11020
1021,10.0,0.0,-1.0,9.0,1.0,11021
1022,16.0,15.0,-1.0,0.0,0.0,11022
1023,14.0,3.0,-1.0,2.0,9.0,11023
1024,10.0,3.0,-1.0,8.0,0.0,11024
1025,12.0,5.0,1.0,1.0,7.0,11025
1026,21.0,19.0,1.0,1.0,1.0,11026
1027,12.0,12.0,-1.0,1.0,0.0,11027
1028,6.0,1.0,-1.0,4.0,0.0,11028
1029,10.0,7.0,-1.0,1.0,1.0,11029
1030,19.0,9.0,-1.0,0.0,9.0,11030
1031,21.0,9.0,-1.0,4.0,8.0,11031
1032,7.0,4.0,1.0,0.0,2.0,11032
1033,9.0,4.0,-1.0,0.0,6.0,11033
1034,11.0,10.0,-1.0,0.0,2.0,11034
1035,16.0,10.0,-1.0,5.0,2.0,11035
1036,12.0,3.0,-1.0,0.0,9.0,11036
1037,9.0,1.0,-1.0,5.0,4.0,11037
1038,10.0,5.0,1.0,5.0,0.0,11038
1039,9.0,5.0,1.0,4.0,1.0,11039
1040,26.0,25.0,-1.0,0.0,1.0,11040
1041,8.0,3.0,1.0,5.0,1.0,11041
1042,7.0,0.0,1.0,6.0,0.0,11042
1043,10.0,2.0,-1.0,2.0,6.0,11043
1044,7.0,3.0,1.0,0.0,3.0,11044
1045,7.0,1.0,1.0,1.0,5.0,11045
1046,11.0,3.0,1.0,2.0,6.0,11046
1047,13.0,4.0,1.0,7.0,3.0,11047
1048,13.0,13.0,-1.0,0.0,0.0,11048
1049,20.0,18.0,-1.0,0.0,2.0,11049
1050,26.0,25.0,-1.0,0.0,0.0,11050
1051,18.0,8.0,-1.0,2.0,7.0,11051
1052,14.0,12.0,-1.0,0.0,2.0,11052
1053,16.0,6.0,-1.0,1.0,10.0,11053
1054,12.0,3.0,1.0,7.0,2.0,11054
1055,20.0,1.0,-1.0,7.0,12.0,11055
1056,15.0,9.0,-1.0,2.0,4.0,11056
1057,17.0,16.0,1.0,1.0,0.0,11057
1058,15.0,7.0,1.0,0.0,7.0,11058
1059,20.0,16.0,1.0,2.0,2.0,11059
1060,19.0,14.0,-1.0,0.0,4.0,11060
1061,10.0,9.0,1.0,1.0,0.0,11061
1062,10.0,4.0,1.0,1.0,5.0,11062
1063,16.0,3.0,-1.0,6.0,6.0,11063
1064,9.0,2.0,-1.0,6.0,2.0,11064
1065,11.0,4.0,-1.0,1.0,6.0,11065
1066,7.0,1.0,1.0,6.0,1.0,11066
1067,10.0,1.0,-1.0,5.0,3.0,11067
1068,12.0,2.0,-1.0,0.0,9.0,11068
1069,12.0,4.0,-1.0,4.0,4.0,11069
1070,9.0,0.0,-1.0,0.0,9.0,11070
1071,11.0,5.0,1.0,5.0,1.0,11071
1072,11.0,8.0,1.0,0.0,2.0,11072
1073,11.0,3.0,1.0,0.0,7.0,11073
1074,6.0,1.0,1.0,0.0,5.0,11074
1075,6.0,3.0,-1.0,2.0,2.0,11075
1076,8.0,2.0,-1.0,5.0,0.0,11076
1077,6.0,3.0,-1.0,4.0,0.0,11077
1078,3.0,2.0,1.0,0.0,1.0,11078
1079,23.0,19.0,1.0,2.0,2.0,11079
1080,14.0,10.0,1.0,4.0,0.0,11080
1081,12.0,9.0,-1.0,1.0,2.0,11081
1082,17.0,11.0,1.0,0.0,5.0,11082
1083,7.0,1.0,1.0,5.0,2.0,11083
1084,21.0,19.0,1.0,0.0,2.0,11084
1085,13.0,6.0,-1.0,5.0,2.0,11085
1086,10.0,3.0,-1.0,4.0,3.0,11086
1087,5.0,0.0,0.0,3.0,2.0,11087
1088,32.0,27.0,-1.0,0.0,5.0,11088
1089,12.0,11.0,-1.0,0.0,1.0,11089
